kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
test.1.sm_70.ptx 699 : 40448 416160 0 0 0 0 0 0 0 
test.1.sm_70.ptx 698 : 40448 413792 0 0 0 0 0 0 0 
test.1.sm_70.ptx 697 : 40448 445184 0 0 0 0 0 0 0 
test.1.sm_70.ptx 696 : 40448 413440 0 0 0 0 0 0 0 
test.1.sm_70.ptx 695 : 40448 313440 0 0 0 0 0 0 0 
test.1.sm_70.ptx 694 : 40448 460704 0 0 0 0 0 0 0 
test.1.sm_70.ptx 693 : 40448 566368 0 0 0 0 0 0 0 
test.1.sm_70.ptx 618 : 40448 3040 0 0 0 0 0 0 0 
test.1.sm_70.ptx 617 : 40448 286752 0 0 0 0 0 0 0 
test.1.sm_70.ptx 616 : 40448 413248 0 0 0 0 0 0 0 
test.1.sm_70.ptx 615 : 40448 401088 0 0 0 0 0 0 0 
test.1.sm_70.ptx 614 : 40448 404768 0 0 0 0 0 0 0 
test.1.sm_70.ptx 613 : 40448 408960 0 0 0 0 0 0 0 
test.1.sm_70.ptx 612 : 40448 404352 0 0 0 0 0 0 0 
test.1.sm_70.ptx 611 : 40448 407776 0 0 0 0 0 0 0 
test.1.sm_70.ptx 610 : 40448 420672 0 0 0 0 0 0 0 
test.1.sm_70.ptx 609 : 40448 418560 0 0 0 0 0 0 0 
test.1.sm_70.ptx 608 : 40448 413152 0 0 0 0 0 0 0 
test.1.sm_70.ptx 604 : 40448 282240 0 0 0 0 0 0 0 
test.1.sm_70.ptx 603 : 40448 297632 0 0 0 0 0 0 0 
test.1.sm_70.ptx 602 : 40448 293312 0 0 0 0 0 0 0 
test.1.sm_70.ptx 601 : 40448 289504 0 0 0 0 0 0 0 
test.1.sm_70.ptx 600 : 40448 289952 0 0 0 0 0 0 0 
test.1.sm_70.ptx 599 : 40448 417728 0 0 0 0 0 0 0 
test.1.sm_70.ptx 596 : 242688 1065152 0 0 0 0 0 0 0 
test.1.sm_70.ptx 595 : 242688 1507840 0 0 0 0 0 0 0 
test.1.sm_70.ptx 594 : 242688 2230496 0 0 0 0 0 0 0 
test.1.sm_70.ptx 592 : 3883008 20280576 0 0 0 0 0 0 0 
test.1.sm_70.ptx 591 : 3883008 24179264 0 0 0 0 0 0 0 
test.1.sm_70.ptx 590 : 3883008 35420384 0 0 0 0 0 0 0 
test.1.sm_70.ptx 589 : 3883008 23751584 0 0 0 0 0 0 0 
test.1.sm_70.ptx 588 : 3883008 23678560 0 0 0 0 0 0 0 
test.1.sm_70.ptx 587 : 3883008 94485440 0 121344 121344 0 0 0 0 
test.1.sm_70.ptx 586 : 3883008 23903584 0 0 0 0 0 0 0 
test.1.sm_70.ptx 585 : 3883008 23528800 0 0 0 0 0 0 0 
test.1.sm_70.ptx 584 : 3883008 94290080 0 121344 121344 0 0 0 0 
test.1.sm_70.ptx 583 : 3883008 23340896 0 0 0 0 0 0 0 
test.1.sm_70.ptx 582 : 3883008 23585824 0 0 0 0 0 0 0 
test.1.sm_70.ptx 581 : 3883008 94623488 0 121344 121344 0 0 0 0 
test.1.sm_70.ptx 580 : 3883008 27263840 0 0 0 0 0 0 0 
test.1.sm_70.ptx 579 : 3883008 23330112 0 0 0 0 0 0 0 
test.1.sm_70.ptx 578 : 3883008 94509504 0 121344 121344 0 0 0 0 
test.1.sm_70.ptx 577 : 3883008 23326336 0 0 0 0 0 0 0 
test.1.sm_70.ptx 576 : 3883008 23326208 0 0 0 0 0 0 0 
test.1.sm_70.ptx 575 : 3883008 94741536 0 121344 121344 0 0 0 0 
test.1.sm_70.ptx 574 : 3883008 23864768 0 0 0 0 0 0 0 
test.1.sm_70.ptx 573 : 3883008 23504352 0 0 0 0 0 0 0 
test.1.sm_70.ptx 572 : 3883008 94526432 0 121344 121344 0 0 0 0 
test.1.sm_70.ptx 571 : 3883008 23313504 0 0 0 0 0 0 0 
test.1.sm_70.ptx 570 : 3883008 23553248 0 0 0 0 0 0 0 
test.1.sm_70.ptx 569 : 3883008 95721920 0 121344 121344 0 0 0 0 
test.1.sm_70.ptx 568 : 3883008 23556736 0 0 0 0 0 0 0 
test.1.sm_70.ptx 567 : 3883008 95607072 0 121344 121344 0 0 0 0 
test.1.sm_70.ptx 566 : 3883008 23700608 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1274 : 40448 2432 0 0 0 0 0 0 0 
test.1.sm_70.ptx 2767 : 40000 441024 0 0 0 0 0 0 0 
test.1.sm_70.ptx 565 : 3883008 99717952 0 121344 121344 0 0 0 0 
test.1.sm_70.ptx 1273 : 40448 371552 0 0 0 0 0 0 0 
test.1.sm_70.ptx 564 : 3883008 97660288 0 121344 121344 0 0 0 0 
test.1.sm_70.ptx 1272 : 40448 569728 0 0 0 0 0 0 0 
test.1.sm_70.ptx 563 : 3883008 27279200 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1271 : 40448 576128 0 0 0 0 0 0 0 
test.1.sm_70.ptx 2764 : 40000 15853408 160000 0 0 5000 1250 0 0 
test.1.sm_70.ptx 562 : 3883008 23523424 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1270 : 40448 613696 0 0 0 0 0 0 0 
test.1.sm_70.ptx 2763 : 40000 405792 0 0 0 0 0 0 0 
test.1.sm_70.ptx 561 : 3883008 94699712 0 121344 121344 0 0 0 0 
test.1.sm_70.ptx 1269 : 40448 535648 0 0 0 0 0 0 0 
test.1.sm_70.ptx 2762 : 40000 398784 0 0 0 0 0 0 0 
test.1.sm_70.ptx 560 : 3883008 27291520 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1268 : 40448 558464 0 0 0 0 0 0 0 
test.1.sm_70.ptx 2761 : 40000 438912 0 0 0 0 0 0 0 
test.1.sm_70.ptx 559 : 3883008 27243264 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1267 : 40448 528416 0 0 0 0 0 0 0 
test.1.sm_70.ptx 2760 : 40000 397920 0 0 0 0 0 0 0 
test.1.sm_70.ptx 558 : 3883008 94335936 0 121344 121344 0 0 0 0 
test.1.sm_70.ptx 1266 : 40448 771264 0 0 0 0 0 0 0 
test.1.sm_70.ptx 557 : 3883008 24031104 0 0 0 0 0 0 0 
test.1.sm_70.ptx 556 : 3883008 23617664 0 0 0 0 0 0 0 
test.1.sm_70.ptx 555 : 3883008 94269280 0 121344 121344 0 0 0 0 
test.1.sm_70.ptx 554 : 3883008 24131488 0 0 0 0 0 0 0 
test.1.sm_70.ptx 553 : 3883008 23590624 0 0 0 0 0 0 0 
test.1.sm_70.ptx 552 : 3883008 94242016 0 121344 121344 0 0 0 0 
test.1.sm_70.ptx 551 : 3883008 27303520 0 0 0 0 0 0 0 
test.1.sm_70.ptx 550 : 3883008 23608992 0 0 0 0 0 0 0 
test.1.sm_70.ptx 549 : 3883008 94145664 0 121344 121344 0 0 0 0 
test.1.sm_70.ptx 548 : 3883008 27329568 0 0 0 0 0 0 0 
test.1.sm_70.ptx 547 : 3883008 27263360 0 0 0 0 0 0 0 
test.1.sm_70.ptx 546 : 3883008 94587936 0 121344 121344 0 0 0 0 
test.1.sm_70.ptx 545 : 3883008 23914688 0 0 0 0 0 0 0 
test.1.sm_70.ptx 544 : 3883008 23619840 0 0 0 0 0 0 0 
test.1.sm_70.ptx 543 : 3883008 94754944 0 121344 121344 0 0 0 0 
test.1.sm_70.ptx 542 : 3883008 23325440 0 0 0 0 0 0 0 
test.1.sm_70.ptx 541 : 3883008 94639904 0 121344 121344 0 0 0 0 
test.1.sm_70.ptx 540 : 3883008 23333440 0 0 0 0 0 0 0 
test.1.sm_70.ptx 539 : 3883008 95589120 0 121344 121344 0 0 0 0 
test.1.sm_70.ptx 538 : 3883008 35220448 0 0 0 0 0 0 0 
test.1.sm_70.ptx 537 : 3883008 39235168 0 0 0 0 0 0 0 
test.1.sm_70.ptx 536 : 3883008 95761440 0 121344 121344 0 0 0 0 
test.1.sm_70.ptx 535 : 3883008 35661280 0 0 0 0 0 0 0 
test.1.sm_70.ptx 534 : 3883008 24876224 0 0 0 0 0 0 0 
test.1.sm_70.ptx 533 : 3883008 40280480 0 0 0 0 0 0 0 
test.1.sm_70.ptx 530 : 242688 1381440 0 0 0 0 0 0 0 
test.1.sm_70.ptx 529 : 242688 1225696 0 0 0 0 0 0 0 
test.1.sm_70.ptx 516 : 958464 342817888 1760544 0 0 134784 29952 0 0 
test.1.sm_70.ptx 515 : 958464 8647808 0 0 0 0 0 0 0 
test.1.sm_70.ptx 514 : 958464 8648192 0 0 0 0 0 0 0 
test.1.sm_70.ptx 513 : 958464 9648320 0 0 0 0 0 0 0 
test.1.sm_70.ptx 512 : 958464 8686656 0 0 0 0 0 0 0 
test.1.sm_70.ptx 526 : 970752 3810336 0 0 0 0 0 0 0 
test.1.sm_70.ptx 525 : 970752 5854272 0 0 0 0 0 0 0 
test.1.sm_70.ptx 524 : 970752 5882176 0 0 0 0 0 0 0 
test.1.sm_70.ptx 523 : 970752 8755488 0 0 0 0 0 0 0 
test.1.sm_70.ptx 522 : 970752 3241664 0 30336 30336 0 0 0 0 
test.1.sm_70.ptx 521 : 970752 8753760 0 0 0 0 0 0 0 
test.1.sm_70.ptx 520 : 970752 5882944 0 0 0 0 0 0 0 
test.1.sm_70.ptx 519 : 970752 9758208 0 0 0 0 0 0 0 
test.1.sm_70.ptx 510 : 970752 66688 0 0 0 0 0 0 0 
test.1.sm_70.ptx 509 : 970752 5951104 0 0 0 0 0 0 0 
test.1.sm_70.ptx 508 : 970752 9586336 0 0 0 0 0 0 0 
test.1.sm_70.ptx 507 : 970752 5893632 0 0 0 0 0 0 0 
test.1.sm_70.ptx 506 : 970752 8764448 0 0 0 0 0 0 0 
test.1.sm_70.ptx 505 : 970752 5855904 0 0 0 0 0 0 0 
test.1.sm_70.ptx 504 : 970752 8761280 0 0 0 0 0 0 0 
test.1.sm_70.ptx 503 : 970752 5857280 0 0 0 0 0 0 0 
test.1.sm_70.ptx 502 : 970752 5850400 0 0 0 0 0 0 0 
test.1.sm_70.ptx 501 : 970752 8750624 0 0 0 0 0 0 0 
test.1.sm_70.ptx 500 : 970752 3323616 0 30336 30336 0 0 0 0 
test.1.sm_70.ptx 499 : 970752 8764192 0 0 0 0 0 0 0 
test.1.sm_70.ptx 498 : 970752 5905088 0 0 0 0 0 0 0 
test.1.sm_70.ptx 916 : 40000 431296 0 0 0 0 0 0 0 
test.1.sm_70.ptx 207 : 40448 433248 0 0 0 0 0 0 0 
test.1.sm_70.ptx 915 : 40000 5379456 0 0 0 20000 1250 0 0 
test.1.sm_70.ptx 206 : 40448 315264 0 0 0 0 0 0 0 
test.1.sm_70.ptx 914 : 40000 4771648 0 0 0 2500 1250 0 0 
test.1.sm_70.ptx 205 : 40448 444064 0 0 0 0 0 0 0 
test.1.sm_70.ptx 913 : 40000 981472 0 0 0 0 0 0 0 
test.1.sm_70.ptx 204 : 40448 299680 0 0 0 0 0 0 0 
test.1.sm_70.ptx 912 : 40000 5527136 0 0 0 20000 1250 0 0 
test.1.sm_70.ptx 203 : 40448 290400 0 0 0 0 0 0 0 
test.1.sm_70.ptx 911 : 40000 4929920 0 0 0 2500 1250 0 0 
test.1.sm_70.ptx 202 : 40448 278176 0 0 0 0 0 0 0 
test.1.sm_70.ptx 910 : 40000 1123648 0 0 0 0 0 0 0 
test.1.sm_70.ptx 201 : 40448 402016 0 0 0 0 0 0 0 
test.1.sm_70.ptx 909 : 40000 5586432 0 0 0 20000 1250 0 0 
test.1.sm_70.ptx 200 : 40448 279008 0 0 0 0 0 0 0 
test.1.sm_70.ptx 908 : 40000 4988544 0 0 0 2500 1250 0 0 
test.1.sm_70.ptx 199 : 40448 381728 0 0 0 0 0 0 0 
test.1.sm_70.ptx 907 : 40000 1218176 0 0 0 0 0 0 0 
test.1.sm_70.ptx 198 : 40448 375936 0 0 0 0 0 0 0 
test.1.sm_70.ptx 906 : 40000 5334528 0 0 0 20000 1250 0 0 
test.1.sm_70.ptx 197 : 40448 380032 0 0 0 0 0 0 0 
test.1.sm_70.ptx 905 : 40000 4664416 0 0 0 2500 1250 0 0 
test.1.sm_70.ptx 196 : 40448 742304 0 0 0 0 0 0 0 
test.1.sm_70.ptx 195 : 40448 377280 0 0 0 0 0 0 0 
test.1.sm_70.ptx 194 : 40448 265632 0 0 0 0 0 0 0 
test.1.sm_70.ptx 902 : 40000 912128 0 0 0 0 0 0 0 
test.1.sm_70.ptx 193 : 40448 409248 0 0 0 0 0 0 0 
test.1.sm_70.ptx 901 : 40000 669920 0 0 0 0 0 0 0 
test.1.sm_70.ptx 192 : 40448 405088 0 0 0 0 0 0 0 
test.1.sm_70.ptx 900 : 40000 627872 0 0 0 0 0 0 0 
test.1.sm_70.ptx 191 : 40448 425760 0 0 0 0 0 0 0 
test.1.sm_70.ptx 899 : 40000 587744 0 0 0 0 0 0 0 
test.1.sm_70.ptx 190 : 40448 795136 0 0 0 0 0 0 0 
test.1.sm_70.ptx 897 : 40000 602016 0 0 0 0 0 0 0 
test.1.sm_70.ptx 188 : 40448 0 0 0 0 0 0 0 0 
test.1.sm_70.ptx 896 : 40000 602880 0 0 0 0 0 0 0 
test.1.sm_70.ptx 187 : 40448 298016 0 0 0 0 0 0 0 
test.1.sm_70.ptx 895 : 40000 499200 0 0 0 0 0 0 0 
test.1.sm_70.ptx 186 : 40448 305088 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1679 : 40000 394112 0 0 0 0 0 0 0 
test.1.sm_70.ptx 185 : 40448 299968 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1678 : 40000 386016 0 0 0 0 0 0 0 
test.1.sm_70.ptx 893 : 40000 0 0 0 0 0 0 0 0 
test.1.sm_70.ptx 184 : 40448 303808 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1677 : 40000 468992 0 0 0 0 0 0 0 
test.1.sm_70.ptx 892 : 40000 504288 0 0 0 0 0 0 0 
test.1.sm_70.ptx 183 : 40448 308704 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1676 : 40000 425856 0 0 0 0 0 0 0 
test.1.sm_70.ptx 891 : 40000 554688 0 0 0 0 0 0 0 
test.1.sm_70.ptx 182 : 40448 297152 0 0 0 0 0 0 0 
test.1.sm_70.ptx 181 : 40448 306944 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1674 : 40448 2400 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1598 : 40448 2400 0 0 0 0 0 0 0 
test.1.sm_70.ptx 105 : 490000 5695588 0 0 0 0 0 0 0 
test.1.sm_70.ptx 180 : 40448 306176 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1673 : 40448 584416 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1597 : 40448 398464 0 0 0 0 0 0 0 
test.1.sm_70.ptx 104 : 490000 5685448 0 0 0 0 0 0 0 
test.1.sm_70.ptx 179 : 40448 310496 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1596 : 40448 581280 0 0 0 0 0 0 0 
test.1.sm_70.ptx 103 : 490000 6110224 0 0 0 0 0 0 0 
test.1.sm_70.ptx 178 : 40448 304128 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1595 : 40448 583968 0 0 0 0 0 0 0 
test.1.sm_70.ptx 102 : 490000 6363336 0 0 0 0 0 0 0 
test.1.sm_70.ptx 177 : 40448 288352 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1670 : 40000 4306400 0 0 0 10000 1250 0 0 
test.1.sm_70.ptx 1594 : 40448 588704 0 0 0 0 0 0 0 
test.1.sm_70.ptx 101 : 490000 9065412 0 0 0 0 0 0 0 
test.1.sm_70.ptx 176 : 40448 308160 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1669 : 40000 776128 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1593 : 40448 530848 0 0 0 0 0 0 0 
test.1.sm_70.ptx 100 : 490000 4666104 0 0 0 0 0 0 0 
test.1.sm_70.ptx 175 : 40448 310464 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1592 : 40448 557024 0 0 0 0 0 0 0 
test.1.sm_70.ptx 99 : 490000 32031128 32 0 0 17500 17500 0 0 
test.1.sm_70.ptx 174 : 40448 305088 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1667 : 40000 0 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1591 : 40448 514912 0 0 0 0 0 0 0 
test.1.sm_70.ptx 98 : 490000 4999456 0 0 0 0 0 0 0 
test.1.sm_70.ptx 173 : 40448 308384 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1666 : 40000 633856 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1590 : 40448 785056 0 0 0 0 0 0 0 
test.1.sm_70.ptx 97 : 490000 25994740 0 0 0 155000 17500 0 0 
test.1.sm_70.ptx 172 : 40448 312448 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1665 : 40000 4174080 0 0 0 10000 1250 0 0 
test.1.sm_70.ptx 171 : 40448 310080 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1664 : 40000 607744 0 0 0 0 0 0 0 
test.1.sm_70.ptx 170 : 40448 297696 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1663 : 40000 575136 0 0 0 0 0 0 0 
test.1.sm_70.ptx 169 : 40448 426016 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1662 : 40000 572192 0 0 0 0 0 0 0 
test.1.sm_70.ptx 168 : 40448 335264 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1661 : 40000 447328 0 0 0 0 0 0 0 
test.1.sm_70.ptx 167 : 40448 349568 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1660 : 40000 4775584 0 0 0 5000 1250 0 0 
test.1.sm_70.ptx 166 : 40448 453696 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1659 : 40000 562432 0 0 0 0 0 0 0 
test.1.sm_70.ptx 165 : 40448 325664 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1658 : 40000 499584 0 0 0 0 0 0 0 
test.1.sm_70.ptx 164 : 40448 434144 0 0 0 0 0 0 0 
test.1.sm_70.ptx 163 : 40448 308640 0 0 0 0 0 0 0 
test.1.sm_70.ptx 162 : 40448 301600 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1655 : 40000 0 0 0 0 0 0 0 0 
test.1.sm_70.ptx 161 : 40448 316992 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1654 : 40000 462560 0 0 0 0 0 0 0 
test.1.sm_70.ptx 869 : 40000 421408 0 0 0 0 0 0 0 
test.1.sm_70.ptx 160 : 40448 296640 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1653 : 40000 477184 0 0 0 0 0 0 0 
test.1.sm_70.ptx 497 : 970752 9733792 0 0 0 0 0 0 0 
test.1.sm_70.ptx 868 : 40000 410784 0 0 0 0 0 0 0 
test.1.sm_70.ptx 159 : 40448 398016 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1652 : 40000 511136 0 0 0 0 0 0 0 
test.1.sm_70.ptx 867 : 40000 495104 0 0 0 0 0 0 0 
test.1.sm_70.ptx 158 : 40448 265504 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1651 : 40000 520320 0 0 0 0 0 0 0 
test.1.sm_70.ptx 866 : 40000 438464 0 0 0 0 0 0 0 
test.1.sm_70.ptx 157 : 40448 242176 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1650 : 40000 476064 0 0 0 0 0 0 0 
test.1.sm_70.ptx 494 : 958464 341804736 1755552 0 0 134784 29952 0 0 
test.1.sm_70.ptx 156 : 40448 242688 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1649 : 40000 5409120 0 0 0 20000 1250 0 0 
test.1.sm_70.ptx 493 : 958464 8663264 0 0 0 0 0 0 0 
test.1.sm_70.ptx 864 : 40448 2496 0 0 0 0 0 0 0 
test.1.sm_70.ptx 155 : 40448 242688 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1648 : 40000 4807808 0 0 0 2500 1250 0 0 
test.1.sm_70.ptx 492 : 958464 8662176 0 0 0 0 0 0 0 
test.1.sm_70.ptx 863 : 40448 620736 0 0 0 0 0 0 0 
test.1.sm_70.ptx 154 : 40448 242688 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1647 : 40000 999968 0 0 0 0 0 0 0 
test.1.sm_70.ptx 491 : 958464 9724224 0 0 0 0 0 0 0 
test.1.sm_70.ptx 153 : 40448 242688 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1646 : 40000 5498112 0 0 0 20000 1250 0 0 
test.1.sm_70.ptx 490 : 958464 8671360 0 0 0 0 0 0 0 
test.1.sm_70.ptx 152 : 40448 242688 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1645 : 40000 4886400 0 0 0 2500 1250 0 0 
test.1.sm_70.ptx 860 : 40000 4375904 0 0 0 10000 1250 0 0 
test.1.sm_70.ptx 151 : 40448 1188608 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1644 : 40000 1059264 0 0 0 0 0 0 0 
test.1.sm_70.ptx 488 : 970752 68640 0 0 0 0 0 0 0 
test.1.sm_70.ptx 859 : 40000 762560 0 0 0 0 0 0 0 
test.1.sm_70.ptx 150 : 40448 643360 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1643 : 40000 5485888 0 0 0 20000 1250 0 0 
test.1.sm_70.ptx 487 : 970752 5882272 0 0 0 0 0 0 0 
test.1.sm_70.ptx 149 : 40448 647168 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1642 : 40000 4886112 0 0 0 2500 1250 0 0 
test.1.sm_70.ptx 486 : 970752 5320544 0 0 0 0 0 0 0 
test.1.sm_70.ptx 857 : 40000 0 0 0 0 0 0 0 0 
test.1.sm_70.ptx 148 : 40448 647168 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1641 : 40000 1130496 0 0 0 0 0 0 0 
test.1.sm_70.ptx 485 : 970752 5943232 0 0 0 0 0 0 0 
test.1.sm_70.ptx 856 : 40000 650080 0 0 0 0 0 0 0 
test.1.sm_70.ptx 147 : 40448 646816 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1640 : 40000 5302784 0 0 0 20000 1250 0 0 
test.1.sm_70.ptx 484 : 970752 9569568 0 0 0 0 0 0 0 
test.1.sm_70.ptx 855 : 40000 4010848 0 0 0 10000 1250 0 0 
test.1.sm_70.ptx 146 : 40448 645632 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1639 : 40000 15201216 39872 0 0 2500 1250 0 0 
test.1.sm_70.ptx 483 : 970752 5928608 0 0 0 0 0 0 0 
test.1.sm_70.ptx 854 : 40000 630400 0 0 0 0 0 0 0 
test.1.sm_70.ptx 145 : 40448 633696 0 0 0 0 0 0 0 
test.1.sm_70.ptx 482 : 970752 8782592 0 0 0 0 0 0 0 
test.1.sm_70.ptx 853 : 40000 585152 0 0 0 0 0 0 0 
test.1.sm_70.ptx 144 : 40448 509888 0 0 0 0 0 0 0 
test.1.sm_70.ptx 481 : 970752 5873344 0 0 0 0 0 0 0 
test.1.sm_70.ptx 852 : 40000 576768 0 0 0 0 0 0 0 
test.1.sm_70.ptx 143 : 40448 454208 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1636 : 40000 815776 0 0 0 0 0 0 0 
test.1.sm_70.ptx 480 : 970752 8778464 0 0 0 0 0 0 0 
test.1.sm_70.ptx 119 : 490000 4097880 0 0 0 0 0 0 0 
test.1.sm_70.ptx 456 : 970752 5859328 0 0 0 0 0 0 0 
test.1.sm_70.ptx 785 : 40448 498080 0 0 0 0 0 0 0 
test.1.sm_70.ptx 76 : 490000 3678800 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1569 : 40000 0 0 0 0 0 0 0 0 
test.1.sm_70.ptx 784 : 40448 506272 0 0 0 0 0 0 0 
test.1.sm_70.ptx 75 : 490000 942945300 5516576 0 0 190000 17500 0 0 
test.1.sm_70.ptx 1568 : 40000 513120 0 0 0 0 0 0 0 
test.1.sm_70.ptx 783 : 40448 486336 0 0 0 0 0 0 0 
test.1.sm_70.ptx 74 : 490000 4412920 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1567 : 40000 481856 0 0 0 0 0 0 0 
test.1.sm_70.ptx 782 : 40448 495584 0 0 0 0 0 0 0 
test.1.sm_70.ptx 73 : 490000 27315624 0 0 0 155000 17500 0 0 
test.1.sm_70.ptx 1566 : 40000 521472 0 0 0 0 0 0 0 
test.1.sm_70.ptx 781 : 40448 432736 0 0 0 0 0 0 0 
test.1.sm_70.ptx 72 : 490000 4426084 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1565 : 40000 531104 0 0 0 0 0 0 0 
test.1.sm_70.ptx 780 : 40448 548256 0 0 0 0 0 0 0 
test.1.sm_70.ptx 71 : 490000 758227416 2319552 0 0 155000 17500 0 0 
test.1.sm_70.ptx 1564 : 40000 484768 0 0 0 0 0 0 0 
test.1.sm_70.ptx 779 : 40448 506080 0 0 0 0 0 0 0 
test.1.sm_70.ptx 70 : 490000 5759896 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1563 : 40000 5462432 0 0 0 20000 1250 0 0 
test.1.sm_70.ptx 69 : 490000 32884164 0 0 0 190000 17500 0 0 
test.1.sm_70.ptx 1562 : 40000 4836512 0 0 0 2500 1250 0 0 
test.1.sm_70.ptx 68 : 490000 5818668 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1561 : 40000 985664 0 0 0 0 0 0 0 
test.1.sm_70.ptx 776 : 40000 3767840 0 0 0 10000 1250 0 0 
test.1.sm_70.ptx 67 : 490000 592769832 5599680 0 0 190000 17500 0 0 
test.1.sm_70.ptx 1560 : 40000 5465824 0 0 0 20000 1250 0 0 
test.1.sm_70.ptx 775 : 40000 550240 0 0 0 0 0 0 0 
test.1.sm_70.ptx 66 : 490000 7060856 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1559 : 40000 4858272 0 0 0 2500 1250 0 0 
test.1.sm_70.ptx 774 : 40000 585504 0 0 0 0 0 0 0 
test.1.sm_70.ptx 65 : 490000 7164152 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1558 : 40000 1073344 0 0 0 0 0 0 0 
test.1.sm_70.ptx 773 : 40000 520832 0 0 0 0 0 0 0 
test.1.sm_70.ptx 64 : 490000 7670636 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1557 : 40000 5441056 0 0 0 20000 1250 0 0 
test.1.sm_70.ptx 230 : 40448 470432 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1723 : 40000 1048096 0 0 0 0 0 0 0 
test.1.sm_70.ptx 772 : 40000 746528 0 0 0 0 0 0 0 
test.1.sm_70.ptx 63 : 490000 5654200 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1556 : 40000 4820896 0 0 0 2500 1250 0 0 
test.1.sm_70.ptx 229 : 40448 481600 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1722 : 40000 5504192 0 0 0 20000 1250 0 0 
test.1.sm_70.ptx 62 : 490000 6323764 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1555 : 40000 1041792 0 0 0 0 0 0 0 
test.1.sm_70.ptx 228 : 40448 360864 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1721 : 40000 4905184 0 0 0 2500 1250 0 0 
test.1.sm_70.ptx 770 : 40000 0 0 0 0 0 0 0 0 
test.1.sm_70.ptx 61 : 490000 6622016 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1554 : 40000 5213792 0 0 0 20000 1250 0 0 
test.1.sm_70.ptx 227 : 40448 478368 0 0 0 0 0 0 0 
test.1.sm_70.ptx 1720 : 40000 1072192 0 0 0 0 0 0 0 
test.1.sm_70.ptx 769 : 40000 497184 0 0 0 0 0 0 0 
